#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.276320E+00   0.660499E+06   0.657195E+06  -0.198575E+00   0.357540E+00   0.000000E+00   0.659968E+06   0.659968E+06   0.659968E+06  -0.162425E-01   0.345260E+06   0.345223E+06   0.439693E-01
   0.281653E+00   0.640056E+06   0.636742E+06  -0.707242E-01   0.344115E+00   0.000000E+00   0.639524E+06   0.639524E+06   0.639524E+06  -0.157390E-01   0.334564E+06   0.334528E+06   0.429668E-01
   0.286986E+00   0.621093E+06   0.617802E+06  -0.115874E+00   0.313012E+00   0.000000E+00   0.620564E+06   0.620564E+06   0.620564E+06  -0.152720E-01   0.324646E+06   0.324610E+06   0.416224E-01
   0.292319E+00   0.603880E+06   0.600655E+06  -0.714760E-01   0.276337E+00   0.000000E+00   0.603361E+06   0.603361E+06   0.603361E+06  -0.148483E-01   0.315646E+06   0.315611E+06   0.398843E-01
   0.297652E+00   0.588384E+06   0.585267E+06  -0.916157E-01   0.252800E+00   0.000000E+00   0.587883E+06   0.587883E+06   0.587883E+06  -0.144671E-01   0.307549E+06   0.307515E+06   0.378335E-01
   0.302985E+00   0.574325E+06   0.571341E+06  -0.167122E+00   0.247523E+00   0.000000E+00   0.573846E+06   0.573846E+06   0.573846E+06  -0.141214E-01   0.300205E+06   0.300173E+06   0.356363E-01
   0.308318E+00   0.561268E+06   0.558426E+06  -0.163361E+00   0.247912E+00   0.000000E+00   0.560812E+06   0.560812E+06   0.560812E+06  -0.138004E-01   0.293386E+06   0.293355E+06   0.334853E-01
   0.313650E+00   0.548751E+06   0.546041E+06  -0.110057E+00   0.238135E+00   0.000000E+00   0.548316E+06   0.548316E+06   0.548316E+06  -0.134926E-01   0.286849E+06   0.286819E+06   0.315462E-01
   0.318983E+00   0.536392E+06   0.533789E+06  -0.327978E-01   0.215476E+00   0.000000E+00   0.535974E+06   0.535974E+06   0.535974E+06  -0.131887E-01   0.280392E+06   0.280364E+06   0.299211E-01
   0.324316E+00   0.523962E+06   0.521437E+06  -0.416560E-01   0.191792E+00   0.000000E+00   0.523556E+06   0.523556E+06   0.523556E+06  -0.128829E-01   0.273896E+06   0.273868E+06   0.286349E-01
   0.329649E+00   0.511411E+06   0.508936E+06  -0.118735E+00   0.179644E+00   0.000000E+00   0.511013E+06   0.511013E+06   0.511013E+06  -0.125741E-01   0.267334E+06   0.267307E+06   0.276430E-01
   0.334982E+00   0.498843E+06   0.496396E+06  -0.101309E+00   0.179039E+00   0.000000E+00   0.498450E+06   0.498450E+06   0.498450E+06  -0.122647E-01   0.260762E+06   0.260735E+06   0.268538E-01
   0.340315E+00   0.486459E+06   0.484030E+06  -0.798773E-01   0.178704E+00   0.000000E+00   0.486068E+06   0.486068E+06   0.486068E+06  -0.119599E-01   0.254285E+06   0.254258E+06   0.261592E-01
   0.345648E+00   0.474487E+06   0.472077E+06  -0.104792E+00   0.168711E+00   0.000000E+00   0.474099E+06   0.474099E+06   0.474099E+06  -0.116653E-01   0.248023E+06   0.247997E+06   0.254628E-01
   0.350981E+00   0.463118E+06   0.460737E+06  -0.519993E-01   0.150786E+00   0.000000E+00   0.462735E+06   0.462735E+06   0.462735E+06  -0.113855E-01   0.242078E+06   0.242052E+06   0.246995E-01
   0.356314E+00   0.452460E+06   0.450122E+06  -0.152489E-01   0.135344E+00   0.000000E+00   0.452084E+06   0.452084E+06   0.452084E+06  -0.111233E-01   0.236506E+06   0.236480E+06   0.238448E-01
   0.361647E+00   0.442520E+06   0.440239E+06  -0.704196E-01   0.130070E+00   0.000000E+00   0.442154E+06   0.442154E+06   0.442154E+06  -0.108788E-01   0.231311E+06   0.231286E+06   0.229118E-01
   0.366979E+00   0.433219E+06   0.431003E+06  -0.854280E-01   0.132010E+00   0.000000E+00   0.432863E+06   0.432863E+06   0.432863E+06  -0.106501E-01   0.226450E+06   0.226426E+06   0.219403E-01
   0.372312E+00   0.424413E+06   0.422267E+06  -0.571298E-01   0.131410E+00   0.000000E+00   0.424069E+06   0.424069E+06   0.424069E+06  -0.104336E-01   0.221850E+06   0.221826E+06   0.209817E-01
   0.377645E+00   0.415945E+06   0.413866E+06  -0.564027E-01   0.122545E+00   0.000000E+00   0.415611E+06   0.415611E+06   0.415611E+06  -0.102255E-01   0.217425E+06   0.217402E+06   0.200835E-01
   0.382978E+00   0.407672E+06   0.405653E+06  -0.524758E-01   0.109192E+00   0.000000E+00   0.407348E+06   0.407348E+06   0.407348E+06  -0.100221E-01   0.213102E+06   0.213080E+06   0.192785E-01
   0.388311E+00   0.399500E+06   0.397530E+06  -0.386183E-01   0.998906E-01   0.000000E+00   0.399184E+06   0.399184E+06   0.399184E+06  -0.982111E-02   0.208831E+06   0.208810E+06   0.185790E-01
   0.393644E+00   0.391393E+06   0.389461E+06  -0.394621E-01   0.985275E-01   0.000000E+00   0.391083E+06   0.391083E+06   0.391083E+06  -0.962171E-02   0.204593E+06   0.204572E+06   0.179775E-01
   0.398977E+00   0.383367E+06   0.381466E+06  -0.512717E-01   0.100727E+00   0.000000E+00   0.383062E+06   0.383062E+06   0.383062E+06  -0.942431E-02   0.200397E+06   0.200376E+06   0.174515E-01
   0.404310E+00   0.375480E+06   0.373604E+06  -0.575143E-01   0.989163E-01   0.000000E+00   0.375178E+06   0.375178E+06   0.375178E+06  -0.923028E-02   0.196273E+06   0.196252E+06   0.169718E-01
   0.409643E+00   0.367802E+06   0.365951E+06  -0.418627E-01   0.906287E-01   0.000000E+00   0.367504E+06   0.367504E+06   0.367504E+06  -0.904143E-02   0.192258E+06   0.192238E+06   0.165096E-01
   0.414975E+00   0.360400E+06   0.358575E+06  -0.287720E-01   0.806011E-01   0.000000E+00   0.360106E+06   0.360106E+06   0.360106E+06  -0.885935E-02   0.188388E+06   0.188368E+06   0.160436E-01
   0.420308E+00   0.353314E+06   0.351520E+06  -0.379315E-01   0.753074E-01   0.000000E+00   0.353026E+06   0.353026E+06   0.353026E+06  -0.868511E-02   0.184684E+06   0.184664E+06   0.155628E-01
   0.425641E+00   0.346557E+06   0.344796E+06  -0.362217E-01   0.760052E-01   0.000000E+00   0.346274E+06   0.346274E+06   0.346274E+06  -0.851895E-02   0.181152E+06   0.181133E+06   0.150673E-01
   0.430974E+00   0.340107E+06   0.338384E+06  -0.274552E-01   0.778618E-01   0.000000E+00   0.339830E+06   0.339830E+06   0.339830E+06  -0.836036E-02   0.177781E+06   0.177762E+06   0.145655E-01
   0.436307E+00   0.333921E+06   0.332237E+06  -0.376655E-01   0.753427E-01   0.000000E+00   0.333650E+06   0.333650E+06   0.333650E+06  -0.820829E-02   0.174548E+06   0.174529E+06   0.140704E-01
   0.441640E+00   0.327945E+06   0.326299E+06  -0.399264E-01   0.681207E-01   0.000000E+00   0.327680E+06   0.327680E+06   0.327680E+06  -0.806137E-02   0.171425E+06   0.171407E+06   0.135955E-01
   0.446973E+00   0.322127E+06   0.320517E+06  -0.268907E-01   0.610540E-01   0.000000E+00   0.321868E+06   0.321868E+06   0.321868E+06  -0.791835E-02   0.168384E+06   0.168366E+06   0.131513E-01
   0.452306E+00   0.316428E+06   0.314851E+06  -0.265001E-01   0.586193E-01   0.000000E+00   0.316175E+06   0.316175E+06   0.316175E+06  -0.777824E-02   0.165405E+06   0.165388E+06   0.127428E-01
   0.457639E+00   0.310827E+06   0.309278E+06  -0.307401E-01   0.602771E-01   0.000000E+00   0.310578E+06   0.310578E+06   0.310578E+06  -0.764052E-02   0.162477E+06   0.162460E+06   0.123698E-01
   0.462971E+00   0.305320E+06   0.303797E+06  -0.258279E-01   0.613340E-01   0.000000E+00   0.305075E+06   0.305075E+06   0.305075E+06  -0.750512E-02   0.159599E+06   0.159582E+06   0.120271E-01
   0.468304E+00   0.299920E+06   0.298420E+06  -0.231926E-01   0.581905E-01   0.000000E+00   0.299679E+06   0.299679E+06   0.299679E+06  -0.737233E-02   0.156776E+06   0.156759E+06   0.117070E-01
   0.473637E+00   0.294646E+06   0.293167E+06  -0.258642E-01   0.520142E-01   0.000000E+00   0.294408E+06   0.294408E+06   0.294408E+06  -0.724263E-02   0.154018E+06   0.154002E+06   0.114009E-01
   0.478970E+00   0.289518E+06   0.288061E+06  -0.260112E-01   0.472272E-01   0.000000E+00   0.289283E+06   0.289283E+06   0.289283E+06  -0.711654E-02   0.151337E+06   0.151321E+06   0.111019E-01
   0.484303E+00   0.284551E+06   0.283116E+06  -0.217592E-01   0.466008E-01   0.000000E+00   0.284320E+06   0.284320E+06   0.284320E+06  -0.699441E-02   0.148741E+06   0.148725E+06   0.108055E-01
   0.489636E+00   0.279750E+06   0.278339E+06  -0.192253E-01   0.484303E-01   0.000000E+00   0.279524E+06   0.279524E+06   0.279524E+06  -0.687639E-02   0.146232E+06   0.146216E+06   0.105101E-01
   0.494969E+00   0.275112E+06   0.273725E+06  -0.216470E-01   0.486838E-01   0.000000E+00   0.274889E+06   0.274889E+06   0.274889E+06  -0.676236E-02   0.143807E+06   0.143792E+06   0.102171E-01
   0.500302E+00   0.270623E+06   0.269261E+06  -0.214060E-01   0.452896E-01   0.000000E+00   0.270404E+06   0.270404E+06   0.270404E+06  -0.665201E-02   0.141461E+06   0.141446E+06   0.992925E-02
   0.505635E+00   0.266265E+06   0.264928E+06  -0.184598E-01   0.402888E-01   0.000000E+00   0.266050E+06   0.266050E+06   0.266050E+06  -0.654489E-02   0.139183E+06   0.139169E+06   0.965023E-02
   0.510968E+00   0.262020E+06   0.260707E+06  -0.203901E-01   0.373866E-01   0.000000E+00   0.261809E+06   0.261809E+06   0.261809E+06  -0.644054E-02   0.136964E+06   0.136950E+06   0.938312E-02
   0.516300E+00   0.257872E+06   0.256581E+06  -0.207879E-01   0.378850E-01   0.000000E+00   0.257664E+06   0.257664E+06   0.257664E+06  -0.633856E-02   0.134796E+06   0.134782E+06   0.912985E-02
   0.521633E+00   0.253809E+06   0.252539E+06  -0.156433E-01   0.395175E-01   0.000000E+00   0.253605E+06   0.253605E+06   0.253605E+06  -0.623868E-02   0.132672E+06   0.132658E+06   0.889083E-02
   0.526966E+00   0.249827E+06   0.248577E+06  -0.144317E-01   0.389955E-01   0.000000E+00   0.249626E+06   0.249626E+06   0.249626E+06  -0.614079E-02   0.130591E+06   0.130577E+06   0.866507E-02
   0.532299E+00   0.245926E+06   0.244694E+06  -0.165705E-01   0.355981E-01   0.000000E+00   0.245728E+06   0.245728E+06   0.245728E+06  -0.604488E-02   0.128551E+06   0.128538E+06   0.845054E-02
   0.537632E+00   0.242109E+06   0.240895E+06  -0.156801E-01   0.317247E-01   0.000000E+00   0.241914E+06   0.241914E+06   0.241914E+06  -0.595105E-02   0.126556E+06   0.126543E+06   0.824482E-02
   0.542965E+00   0.238382E+06   0.237186E+06  -0.149345E-01   0.302160E-01   0.000000E+00   0.238190E+06   0.238190E+06   0.238190E+06  -0.585942E-02   0.124608E+06   0.124595E+06   0.804561E-02
   0.548298E+00   0.234749E+06   0.233570E+06  -0.156681E-01   0.312952E-01   0.000000E+00   0.234559E+06   0.234559E+06   0.234559E+06  -0.577010E-02   0.122709E+06   0.122696E+06   0.785119E-02
   0.553631E+00   0.231211E+06   0.230049E+06  -0.146214E-01   0.324801E-01   0.000000E+00   0.231025E+06   0.231025E+06   0.231025E+06  -0.568314E-02   0.120860E+06   0.120847E+06   0.766061E-02
   0.558964E+00   0.227768E+06   0.226624E+06  -0.127210E-01   0.313621E-01   0.000000E+00   0.227584E+06   0.227584E+06   0.227584E+06  -0.559851E-02   0.119060E+06   0.119047E+06   0.747374E-02
   0.564296E+00   0.224416E+06   0.223288E+06  -0.123783E-01   0.281921E-01   0.000000E+00   0.224235E+06   0.224235E+06   0.224235E+06  -0.551610E-02   0.117307E+06   0.117295E+06   0.729103E-02
   0.569629E+00   0.221148E+06   0.220037E+06  -0.133494E-01   0.253852E-01   0.000000E+00   0.220969E+06   0.220969E+06   0.220969E+06  -0.543576E-02   0.115599E+06   0.115587E+06   0.711328E-02
   0.574962E+00   0.217957E+06   0.216863E+06  -0.133460E-01   0.249337E-01   0.000000E+00   0.217781E+06   0.217781E+06   0.217781E+06  -0.535734E-02   0.113931E+06   0.113919E+06   0.694130E-02
   0.580295E+00   0.214837E+06   0.213760E+06  -0.118090E-01   0.262191E-01   0.000000E+00   0.214664E+06   0.214664E+06   0.214664E+06  -0.528066E-02   0.112301E+06   0.112289E+06   0.677570E-02
   0.585628E+00   0.211783E+06   0.210722E+06  -0.111449E-01   0.268656E-01   0.000000E+00   0.211613E+06   0.211613E+06   0.211613E+06  -0.520559E-02   0.110704E+06   0.110693E+06   0.661670E-02
   0.590961E+00   0.208791E+06   0.207745E+06  -0.110450E-01   0.253362E-01   0.000000E+00   0.208623E+06   0.208623E+06   0.208623E+06  -0.513205E-02   0.109140E+06   0.109129E+06   0.646413E-02
   0.596294E+00   0.205860E+06   0.204828E+06  -0.994856E-02   0.226157E-01   0.000000E+00   0.205694E+06   0.205694E+06   0.205694E+06  -0.506000E-02   0.107608E+06   0.107597E+06   0.631749E-02
   0.601627E+00   0.202988E+06   0.201971E+06  -0.100576E-01   0.189845E-01   0.000000E+00   0.202825E+06   0.202825E+06   0.202825E+06  -0.498942E-02   0.106107E+06   0.106096E+06   0.617607E-02
   0.606960E+00   0.200178E+06   0.199173E+06  -0.107482E-01   0.283192E-01   0.000000E+00   0.200016E+06   0.200016E+06   0.200016E+06  -0.492031E-02   0.104638E+06   0.104627E+06   0.603913E-02
   0.612293E+00   0.197428E+06   0.196437E+06  -0.103656E-01   0.244993E-01   0.000000E+00   0.197268E+06   0.197268E+06   0.197268E+06  -0.485274E-02   0.103200E+06   0.103189E+06   0.590604E-02
   0.617625E+00   0.194739E+06   0.193762E+06  -0.916470E-02   0.245592E-01   0.000000E+00   0.194582E+06   0.194582E+06   0.194582E+06  -0.478663E-02   0.101795E+06   0.101784E+06   0.577635E-02
   0.622958E+00   0.192111E+06   0.191146E+06  -0.925938E-02   0.195563E-01   0.000000E+00   0.191956E+06   0.191956E+06   0.191956E+06  -0.472201E-02   0.100421E+06   0.100410E+06   0.564981E-02
   0.670453E+00   0.171018E+06   0.170160E+06  -0.643729E-02   0.189751E-01   0.000000E+00   0.170880E+06   0.170880E+06   0.170880E+06  -0.420358E-02   0.893951E+05   0.893857E+05   0.466959E-02
   0.721568E+00   0.152121E+06   0.151359E+06  -0.506664E-02   0.113742E-01   0.000000E+00   0.151999E+06   0.151999E+06   0.151999E+06  -0.373908E-02   0.795175E+05   0.795091E+05   0.385901E-02
   0.776580E+00   0.135222E+06   0.134544E+06  -0.414452E-02   0.898590E-02   0.000000E+00   0.135113E+06   0.135113E+06   0.135113E+06  -0.332367E-02   0.706840E+05   0.706765E+05   0.318748E-02
   0.835786E+00   0.120123E+06   0.119521E+06  -0.313422E-02   0.635823E-02   0.000000E+00   0.120026E+06   0.120026E+06   0.120026E+06  -0.295251E-02   0.627912E+05   0.627846E+05   0.263094E-02
   0.899507E+00   0.106642E+06   0.106108E+06  -0.240232E-02   0.547475E-02   0.000000E+00   0.106557E+06   0.106557E+06   0.106557E+06  -0.262115E-02   0.557446E+05   0.557387E+05   0.217025E-02
   0.968085E+00   0.946184E+05   0.941442E+05  -0.139297E-02   0.375503E-02   0.000000E+00   0.945422E+05   0.945422E+05   0.945422E+05  -0.232560E-02   0.494593E+05   0.494541E+05   0.178923E-02
   0.104189E+01   0.839009E+05   0.834805E+05  -0.153076E-02   0.272186E-02   0.000000E+00   0.838334E+05   0.838334E+05   0.838334E+05  -0.206218E-02   0.438571E+05   0.438524E+05   0.147431E-02
   0.112133E+01   0.743544E+05   0.739818E+05  -0.115384E-02   0.218325E-02   0.000000E+00   0.742945E+05   0.742945E+05   0.742945E+05  -0.182753E-02   0.388668E+05   0.388627E+05   0.121417E-02
   0.116665E+01   0.696492E+05   0.693002E+05   0.202675E-03   0.167511E-02   0.000000E+00   0.695931E+05   0.695931E+05   0.695931E+05  -0.171188E-02   0.364073E+05   0.364035E+05   0.109323E-02
   0.141917E+01   0.503000E+05   0.500480E+05   0.323800E-03   0.248981E-02   0.000000E+00   0.502595E+05   0.502595E+05   0.502595E+05  -0.123629E-02   0.262931E+05   0.262903E+05   0.649522E-03
   0.172634E+01   0.361996E+05   0.360183E+05   0.621663E-04   0.487356E-02   0.000000E+00   0.361705E+05   0.361705E+05   0.361705E+05  -0.889724E-03   0.189224E+05   0.189204E+05   0.384760E-03
   0.210000E+01   0.259687E+05   0.258386E+05   0.284482E-04   0.437788E-02   0.000000E+00   0.259478E+05   0.259478E+05   0.259478E+05  -0.638264E-03   0.135745E+05   0.135730E+05   0.227366E-03
